Job_Title,Job_Type,Salary,Job_Skill,Gaji_Perbulan
shipping senior executive,Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
senior engineer - electrical (based in singapore),Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
"team assistant/executive, e-commerce marketing (amazon)",Full-time,"USD 50,000 - 75,000 / YEARLY",Excel,"4,167 - 6,250"
senior executive/ executive - human resources,Full-time,"USD 30,000 - 50,000 / YEARLY",Excel,"2,500 - 4,167"
associate commercial operations representative,Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
director of marcom - hospitality division,Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
treasury and internal control manager,Internship,"USD 18,000 - 24,000 / YEARLY",Excel,"1,500 - 2,000"
data entry administrative executive,Full-time,"USD 60,000 - 90,000 / YEARLY",Communication,"5,000 - 7,500"
legal associate,Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
general clerk cum storekeeper,Full-time,"USD 30,000 - 50,000 / YEARLY",Excel,"2,500 - 4,167"
senior finance executive (maternity cover),Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
sales admin assistant 销售行政助理 (jb),Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
product specialist (clinical diagnostics),Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
telemarketer executive,Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
[short term contract - day shift] customer service - branded fashion company,Contract,"USD 45,000 - 90,750 / YEARLY",Communication,"3,750 - 7,562"
customer service executive (fmcg industry),Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
clark  admin,Full-time,"USD 30,000 - 50,000 / YEARLY",Communication,"2,500 - 4,167"
internship for business admin/international business/ scm (industrial training),Internship,"USD 18,000 - 24,000 / YEARLY",Communication,"1,500 - 2,000"
"executive, employee experience",Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
"supervisor - last mile hub, spx xpress (kedah, penang, perak, kedah, perlis)",Full-time,"USD 75,000 - 100,000 / YEARLY",Excel,"6,250 - 8,333"
it support engineer (1 year contract - renewable),Contract,"USD 70,000 - 115,500 / YEARLY",Excel,"5,833 - 9,625"
admin cum digital marketing,Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
english teacher (rm 3000 - rm 4500),Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
buyer/procurement/logistic executive (based in puncak alam factory),Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
hr & admin excutive,Full-time,"USD 30,000 - 50,000 / YEARLY",Communication,"2,500 - 4,167"
安全员 safety and health officer （greenbook）,Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
"manager, biomedical engineering",Full-time,"USD 70,000 - 105,000 / YEARLY",Excel,"5,833 - 8,750"
fresh grads / customer service (morning shifts!) based @ pj (nearby lrt) rm2k++,Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
qa engineer (electronics),Full-time,"USD 70,000 - 105,000 / YEARLY",Excel,"5,833 - 8,750"
"professional industry conference, seminar and training events producer",Full-time,"USD 60,000 - 90,000 / YEARLY",Excel,"5,000 - 7,500"
showroom sales consultant (kl),Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
back office executive,Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
administrative executive ( 2 openings ),Full-time,"USD 30,000 - 50,000 / YEARLY",Excel,"2,500 - 4,167"
accounts and admin assistant (based in usj),Full-time,"USD 50,000 - 75,000 / YEARLY",Excel,"4,167 - 6,250"
"executive, finance (gl & reporting)",Full-time,"USD 50,000 - 75,000 / YEARLY",Excel,"4,167 - 6,250"
admin assistant / executive (fresh graduates),Full-time,"USD 30,000 - 50,000 / YEARLY",Communication,"2,500 - 4,167"
demand and material planner,Full-time,"USD 45,000 - 82,500 / YEARLY","Excel, Data Analysis","3,750 - 6,875"
project development engineer,Contract,"USD 70,000 - 115,500 / YEARLY",Communication,"5,833 - 9,625"
urgent hiring - call centre executive (fresh grad welcomed | up to 4k) - p9,Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
assistant freight manager,Full-time,"USD 75,000 - 100,000 / YEARLY",Communication,"6,250 - 8,333"
educational counsellor,Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
digital marketer (ads specialist),Full-time,"USD 70,000 - 105,000 / YEARLY","Excel, Data Analysis","5,833 - 8,750"
service delivery manager - sap - malaysia,Full-time,"USD 75,000 - 100,000 / YEARLY",Excel,"6,250 - 8,333"
"assistant manager, it security operation",Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
"executive support, partnership",Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
officer (customer care),Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
internship - auto selection kuala lumpur,Internship,"USD 18,000 - 24,000 / YEARLY",Communication,"1,500 - 2,000"
branch operation control executive,Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
account executive - account payables (ap),Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
junior barista,Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
intern – hr shared services for may to july intake,Internship,"USD 18,000 - 24,000 / YEARLY",Excel,"1,500 - 2,000"
agency development (kl branch),Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
corporate communications manager/ assistant manager,Full-time,"USD 75,000 - 100,000 / YEARLY",Excel,"6,250 - 8,333"
junior credit control officer,Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
service engineer (kl & penang),Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
asset management executive,Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
marketing assistant/officer,Full-time,"USD 50,000 - 75,000 / YEARLY",Excel,"4,167 - 6,250"
medical advisor,Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
project executive / civil engineer,Contract,"USD 70,000 - 115,500 / YEARLY",Communication,"5,833 - 9,625"
admission and record officer,Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
customer support associate ( cantonese),Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
customer service assistant (order management),Full-time,"USD 30,000 - 50,000 / YEARLY",Excel,"2,500 - 4,167"
"executive, radio spectrum",Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
risk management consultant (corporate sales),Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
retail store manager,Full-time,"USD 60,000 - 90,000 / YEARLY",Communication,"5,000 - 7,500"
admin executive书记,Full-time,"USD 30,000 - 50,000 / YEARLY",Excel,"2,500 - 4,167"
account executive (credit control),Full-time,"USD 70,000 - 105,000 / YEARLY","SQL, Excel","5,833 - 8,750"
manager - business development (emerging market),Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
communications specialist,Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
cardiologist,Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
助理机电工程师 assistant mechatronics engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
"sn executive, group tour administrator & reservations (group division)-mandarine",Full-time,"USD 30,000 - 50,000 / YEARLY",Excel,"2,500 - 4,167"
intern (business & marketing),Internship,"USD 18,000 - 24,000 / YEARLY",Communication,"1,500 - 2,000"
administration & project control associate,Contract,"USD 30,000 - 55,000 / YEARLY",Excel,"2,500 - 4,583"
internship (marketing/ hr & administration),Internship,"USD 18,000 - 24,000 / YEARLY",Communication,"1,500 - 2,000"
serveyor assistant,Full-time,"USD 30,000 - 50,000 / YEARLY",Communication,"2,500 - 4,167"
"inside sales specialist (inbound bdr, aunz market, kl based)",Full-time,"USD 50,000 - 75,000 / YEARLY",Excel,"4,167 - 6,250"
assistant to managing director,Full-time,"USD 30,000 - 50,000 / YEARLY",Communication,"2,500 - 4,167"
sap product costing support (impact ecs) - malaysia,Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
it system support senior executive/executive,Full-time,"USD 70,000 - 105,000 / YEARLY","SQL, Excel","5,833 - 8,750"
client advisor (loewe),Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
doktor,Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
"senior executive, group finance & treasury",Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
internship (june 2024-december 2024),Internship,"USD 18,000 - 24,000 / YEARLY",Excel,"1,500 - 2,000"
executive risk management,Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
ketua operasi,Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
procurement & planning executive,Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
it network & support internship,Internship,"USD 18,000 - 24,000 / YEARLY",Communication,"1,500 - 2,000"
client relationship executive (customer care),Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
sales manager – outbound,Full-time,"USD 50,000 - 75,000 / YEARLY",Excel,"4,167 - 6,250"
warehouse executive (return deparment),Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
engineer / assistant engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
customer service - executive,Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
finance & admin assistance/executive,Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
content creator & writer,Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
credit executive,Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
customer account consultant,Full-time,"USD 50,000 - 75,000 / YEARLY",Excel,"4,167 - 6,250"
she supervisor / coordinator,Full-time,"USD 75,000 - 100,000 / YEARLY",Communication,"6,250 - 8,333"
senior executive - research & consulting,Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
hr executive - recruitment,Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
admin assistant (contract),Contract,"USD 30,000 - 55,000 / YEARLY",Excel,"2,500 - 4,583"
cargo specialist (customer service),Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
customer success specialist (it),Full-time,"USD 70,000 - 105,000 / YEARLY",Excel,"5,833 - 8,750"
internship logistics / supply chain / transportation,Internship,"USD 18,000 - 24,000 / YEARLY",Excel,"1,500 - 2,000"
"executive, internal audit (contract)",Internship,"USD 18,000 - 24,000 / YEARLY",Excel,"1,500 - 2,000"
"risk management - operations, my marketplace",Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
artificial intelligent engineer,Full-time,"USD 70,000 - 105,000 / YEARLY","Python, SQL, Java, Machine Learning","5,833 - 8,750"
junior digital marketing & communications executive,Full-time,"USD 70,000 - 105,000 / YEARLY",Excel,"5,833 - 8,750"
assistant technical support officer,Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
procurement & inventory admin,Full-time,"USD 30,000 - 50,000 / YEARLY",Excel,"2,500 - 4,167"
performance marketing assistant manager/ senior executive,Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
f&b cost control executive,Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
officer (facilities management/service & logistic),Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
retail sales assistant 门市销售员,Full-time,"USD 60,000 - 90,000 / YEARLY",Communication,"5,000 - 7,500"
junior factory executive,Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
"business support executive, igm (alor setar)",Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
visual manager,Full-time,"USD 75,000 - 100,000 / YEARLY",Excel,"6,250 - 8,333"
"manager, group finance & treasury",Full-time,"USD 50,000 - 75,000 / YEARLY",Excel,"4,167 - 6,250"
financial accountant 1 (reservation),Full-time,"USD 50,000 - 75,000 / YEARLY",Excel,"4,167 - 6,250"
internship - accounting/finance,Internship,"USD 18,000 - 24,000 / YEARLY",Excel,"1,500 - 2,000"
internship marketing,Internship,"USD 18,000 - 24,000 / YEARLY",Communication,"1,500 - 2,000"
"officer, service management",Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
mechanical engineer and bim engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
export and shipping executive,Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
"executive, learning & development",Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
美容顾问,Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
"global payment , senior executive",Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
marketing executive(preferred 2-3 yrs experience),Full-time,"USD 50,000 - 75,000 / YEARLY",Excel,"4,167 - 6,250"
customer services executive (export & import),Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
regional finance and admin officer,Full-time,"USD 50,000 - 75,000 / YEARLY",Excel,"4,167 - 6,250"
regional business development specialist,Full-time,"USD 50,000 - 75,000 / YEARLY",Excel,"4,167 - 6,250"
graphic and multimedia designer,Full-time,"USD 45,000 - 70,000 / YEARLY",Excel,"3,750 - 5,833"
"general manager, manufacturing operations",Full-time,"USD 75,000 - 100,000 / YEARLY",Communication,"6,250 - 8,333"
"culture, talent and admin executive",Full-time,"USD 30,000 - 50,000 / YEARLY",Excel,"2,500 - 4,167"
"executive, asset management",Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
fibre engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",Excel,"5,833 - 8,750"
"senior manager, credit support & customer service",Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
marcom manager - hospitality division,Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
admin assistant (engineering company - ulu tiram),Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
asst manager / manager - data analysis,Full-time,"USD 60,000 - 90,000 / YEARLY","Python, SQL, Excel, Data Analysis","5,000 - 7,500"
business quality analyst (metacloud),Full-time,"USD 60,000 - 90,000 / YEARLY",Communication,"5,000 - 7,500"
principal information security specialist,Full-time,"USD 70,000 - 105,000 / YEARLY",Excel,"5,833 - 8,750"
model n developer - malaysia,Full-time,"USD 70,000 - 105,000 / YEARLY","Excel, Java","5,833 - 8,750"
sales admin - penang,Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
fraud operations lead,Full-time,"USD 75,000 - 100,000 / YEARLY",Communication,"6,250 - 8,333"
"senior executive, sales",Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
material handler (warehouse),Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
executive customer relationship management,Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
software engineer (ai machine learning background),Full-time,"USD 60,000 - 90,000 / YEARLY","SQL, Java, Machine Learning, React","5,000 - 7,500"
banking sales executive - ( june july intake i nationwide i fresh grad) - p10,Full-time,"USD 50,000 - 75,000 / YEARLY",Excel,"4,167 - 6,250"
"executive, it support",Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
senior executive - finance & executive,Full-time,"USD 50,000 - 75,000 / YEARLY",Excel,"4,167 - 6,250"
customer service executive (no experienced required /fresh grad welcome),Full-time,"USD 45,000 - 70,000 / YEARLY",Excel,"3,750 - 5,833"
account & administration assistant,Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
"executive/senior executive, accounts payable",Full-time,"USD 50,000 - 75,000 / YEARLY",Excel,"4,167 - 6,250"
internship students for june/july 2024 intake,Internship,"USD 18,000 - 24,000 / YEARLY",Excel,"1,500 - 2,000"
application programmer,Full-time,"USD 70,000 - 105,000 / YEARLY","SQL, Excel, Java","5,833 - 8,750"
integration ops developer,Full-time,"USD 70,000 - 105,000 / YEARLY","Excel, Java","5,833 - 8,750"
finance executive (fixed asset),Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
it sales manager mid level,Full-time,"USD 70,000 - 105,000 / YEARLY",Excel,"5,833 - 8,750"
accounts and finance executive,Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
personal financial advisor - sarawak,Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
plant engineer (15 openings),Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
management trainee program (telok panglima garang),Internship,"USD 18,000 - 24,000 / YEARLY","Excel, Data Analysis","1,500 - 2,000"
junior programmer,Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
customer experience officer,Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
customer support agent,Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
medical sales representative (kl/selangor)-orthopedic device,Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
wafer sawing engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
associate trade marketing manager / executive,Full-time,"USD 50,000 - 75,000 / YEARLY",Data Analysis,"4,167 - 6,250"
customer service - kl sentral (live chat & email reply)#gvc2#,Full-time,"USD 60,000 - 90,000 / YEARLY",Communication,"5,000 - 7,500"
